acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	Pfam	PF00062	C-type lysozyme/alpha-lactalbumin family	3	72	1.5E-32	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	ProSitePatterns	PS00128	Glycosyl hydrolases family 22 (GH22) domain signature.	41	59	-	T	09-03-2023	IPR019799	Glycoside hydrolase family 22 domain	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	SUPERFAMILY	SSF53955	Lysozyme-like	3	72	4.38E-27	T	09-03-2023	IPR023346	Lysozyme-like domain superfamily	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PRINTS	PR00135	Lysozyme/alpha-lactalbumin superfamily signature	68	72	1.8E-14	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PRINTS	PR00135	Lysozyme/alpha-lactalbumin superfamily signature	49	64	1.8E-14	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PRINTS	PR00135	Lysozyme/alpha-lactalbumin superfamily signature	15	31	1.8E-14	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PRINTS	PR00135	Lysozyme/alpha-lactalbumin superfamily signature	39	48	1.8E-14	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	ProSiteProfiles	PS51348	Glycosyl hydrolases family 22 (GH22) domain profile.	1	72	26.839754	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PANTHER	PTHR11407:SF32	ALPHA-LACTALBUMIN	3	72	9.7E-35	T	09-03-2023	IPR000545	Lactalbumin	GO:0004461|GO:0005509|GO:0005989
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	Gene3D	G3DSA:1.10.530.10	-	1	72	1.6E-26	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	PANTHER	PTHR11407	LYSOZYME C	3	72	9.7E-35	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_22472-exonerate_protein2genome-gene-0.0-mRNA-1	cdd3f39b435f891a1bf7c853bd9f898b	72	SMART	SM00263	lysozyme-fin	1	72	2.5E-14	T	09-03-2023	IPR001916	Glycoside hydrolase, family 22	-
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	1	65	3.7E-31	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	ProSiteProfiles	PS50011	Protein kinase domain profile.	4	65	15.524093	T	09-03-2023	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	1	65	9.97E-22	T	09-03-2023	IPR011009	Protein kinase-like domain superfamily	-
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	Pfam	PF00069	Protein kinase domain	4	65	6.6E-17	T	09-03-2023	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	10	33	-	T	09-03-2023	IPR017441	Protein kinase, ATP binding site	GO:0005524
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	PANTHER	PTHR24056	CELL DIVISION PROTEIN KINASE	3	64	3.7E-24	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	7ce61771045f6dcce5703f367239a0db	65	PANTHER	PTHR24056:SF457	-	3	64	3.7E-24	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	CDD	cd00273	Chemokine_CXC	5	64	1.08192E-16	T	09-03-2023	IPR033899	CXC Chemokine domain	GO:0006935|GO:0006952|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	Gene3D	G3DSA:2.40.50.40	-	1	68	3.0E-22	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	ProSitePatterns	PS00471	Small cytokines (intercrine/chemokine) C-x-C subfamily signature.	7	53	-	T	09-03-2023	IPR018048	CXC chemokine, conserved site	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	PRINTS	PR00437	Small CXC cytokine family signature	22	43	1.9E-6	T	09-03-2023	IPR001089	CXC chemokine	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	PRINTS	PR00437	Small CXC cytokine family signature	6	14	1.9E-6	T	09-03-2023	IPR001089	CXC chemokine	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	PRINTS	PR00437	Small CXC cytokine family signature	45	63	1.9E-6	T	09-03-2023	IPR001089	CXC chemokine	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	SMART	SM00199	SCY_2	4	66	2.5E-5	T	09-03-2023	IPR001811	Chemokine interleukin-8-like domain	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	PANTHER	PTHR10179	CXC CHEMOKINE	1	65	1.1E-30	T	09-03-2023	IPR001089	CXC chemokine	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	PANTHER	PTHR10179:SF28	C-X-C MOTIF CHEMOKINE 11	1	65	1.1E-30	T	09-03-2023	IPR027221	CXC chemokine 11	GO:0006935|GO:0006954|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	SUPERFAMILY	SSF54117	Interleukin 8-like chemokines	3	65	1.0E-15	T	09-03-2023	IPR036048	Chemokine interleukin-8-like superfamily	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	53679324dd69084f2bad2e0cd195da9e	73	Pfam	PF00048	Small cytokines (intecrine/chemokine), interleukin-8 like	6	64	1.5E-9	T	09-03-2023	IPR001811	Chemokine interleukin-8-like domain	GO:0005576|GO:0006955|GO:0008009
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	Gene3D	G3DSA:3.10.20.90	-	1	70	7.3E-34	T	09-03-2023	-	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	70	22.700064	T	09-03-2023	IPR000626	Ubiquitin-like domain	GO:0005515
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	ProSitePatterns	PS00299	Ubiquitin domain signature.	27	52	-	T	09-03-2023	IPR019954	Ubiquitin conserved site	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	PRINTS	PR00348	Ubiquitin signature	32	52	5.6E-25	T	09-03-2023	IPR019956	Ubiquitin domain	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	PRINTS	PR00348	Ubiquitin signature	11	31	5.6E-25	T	09-03-2023	IPR019956	Ubiquitin domain	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	PRINTS	PR00348	Ubiquitin signature	53	70	5.6E-25	T	09-03-2023	IPR019956	Ubiquitin domain	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	SUPERFAMILY	SSF54236	Ubiquitin-like	1	69	1.24E-25	T	09-03-2023	IPR029071	Ubiquitin-like domain superfamily	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	f50688b13b3add9a67c0d2bcd34ec8f2	70	Pfam	PF00240	Ubiquitin family	3	67	2.1E-24	T	09-03-2023	IPR000626	Ubiquitin-like domain	GO:0005515
